O_DATA,O_LINENO,O_TERMINALNO,predHour,pred_start_stop_ID,pred_end_stop_ID,O_UP
10-25,632,904189,9:00:00,36,41,1
10-26,903,906211,13:00:00,4,32,1
10-29,869,903455,14:00:00,30,42,1
10-25,715,904207,17:00:00,26,39,1
10-28,912,904370,10:00:00,11,35,0
10-31,903,905561,16:00:00,13,31,0
10-27,963,903529,9:00:00,11,35,0
10-26,678,903164,19:00:00,21,33,0
10-29,673,900235,10:00:00,34,42,1
10-28,732,900539,20:00:00,11,15,1
10-26,850,906787,19:00:00,33,38,0
10-26,859,900474,9:00:00,37,59,1
10-29,668,901653,8:00:00,27,41,1
10-26,34,912363,17:00:00,16,25,1
10-25,663,900168,21:00:00,4,28,0
10-30,717,901009,8:00:00,6,11,1
10-30,803,906591,18:00:00,20,33,0
10-28,610,905344,20:00:00,12,33,1
10-28,706,906555,8:00:00,12,41,1
10-28,681,907256,14:00:00,18,34,1
10-31,6002,900338,8:00:00,13,29,1
10-26,629,901597,21:00:00,41,52,0
10-30,680,901264,18:00:00,32,41,0
10-25,462,905005,7:00:00,8,23,1
10-30,175,905595,10:00:00,23,29,0
10-27,912,907326,9:00:00,6,30,0
10-26,800,922562,13:00:00,28,49,0
10-27,662,900648,19:00:00,10,38,0
10-30,907,905527,10:00:00,29,33,0
10-25,3,932511,7:00:00,18,25,1
10-28,672,932348,12:00:00,20,37,1
10-25,640,903171,7:00:00,30,40,1
10-31,607,906335,16:00:00,37,42,1
10-26,673,901701,11:00:00,13,33,0
10-28,740,906184,20:00:00,2,14,1
10-29,954,907429,14:00:00,31,40,0
10-29,867,901623,22:00:00,16,32,1
10-27,641,902632,11:00:00,26,43,0
10-28,916,905490,16:00:00,2,23,1
10-27,847,906769,19:00:00,40,47,0
10-27,872,902296,11:00:00,15,37,0
10-31,737,903806,10:00:00,9,17,1
10-26,954,907434,11:00:00,3,27,1
10-30,673,900225,22:00:00,35,43,0
10-29,808,900276,8:00:00,4,35,1
10-25,96,907076,7:00:00,3,31,0
10-26,641,902643,7:00:00,24,42,1
10-30,906,904894,16:00:00,18,37,0
10-31,5,912313,20:00:00,5,13,0
10-27,868,900845,7:00:00,26,36,1
10-27,662,900656,7:00:00,18,35,0
10-28,581,901316,18:00:00,19,33,1
10-26,459,905400,17:00:00,4,24,0
10-29,682,906119,20:00:00,8,30,1
10-25,953,921681,17:00:00,22,28,0
10-28,872,902300,12:00:00,37,46,0
10-26,688,903775,7:00:00,5,27,1
10-31,800,922537,10:00:00,15,50,1
10-29,97,902564,8:00:00,4,21,1
10-29,634,912367,20:00:00,5,34,0
10-28,185,905682,10:00:00,14,29,0
10-27,806,906528,19:00:00,4,25,0
10-31,700,902699,8:00:00,2,23,1
10-27,619,904730,7:00:00,8,29,1
10-26,916,905488,11:00:00,17,23,0
10-27,830,907140,7:00:00,8,24,0
10-28,326,905704,14:00:00,9,15,1
10-31,655,904617,16:00:00,27,33,1
10-31,629,901579,16:00:00,4,35,1
10-25,641,906251,11:00:00,2,26,0
10-26,800,922540,13:00:00,27,49,0
10-31,869,903446,18:00:00,21,28,1
10-27,850,906818,13:00:00,9,38,0
10-30,725,905346,16:00:00,16,20,1
10-29,678,904378,8:00:00,26,33,0
10-27,829,900025,11:00:00,22,27,0
10-26,879,904348,7:00:00,14,35,1
10-30,857,904037,22:00:00,20,38,0
10-25,659,905949,17:00:00,29,41,1
10-30,804,911531,12:00:00,10,23,0
10-25,912,906843,13:00:00,3,30,1
10-26,52,901307,19:00:00,17,21,0
10-28,462,901880,8:00:00,18,22,0
10-31,911,907269,10:00:00,26,32,0
10-28,671,911416,8:00:00,2,23,0
10-31,6001,900304,18:00:00,2,24,0
10-25,593,906728,9:00:00,14,25,0
10-27,732,900543,19:00:00,11,15,0
10-25,859,900458,15:00:00,8,39,0
10-28,621,902985,16:00:00,32,42,0
10-26,812,906173,15:00:00,18,24,1
10-29,752,906996,16:00:00,13,28,1
10-28,612,905066,18:00:00,21,25,0
10-29,737,902062,14:00:00,10,17,1
10-30,855,902354,18:00:00,24,46,1
10-27,6002,900327,13:00:00,11,29,1
10-28,606,900495,20:00:00,33,39,1
10-27,840,903099,13:00:00,20,35,0
10-31,660,942261,8:00:00,8,33,1
10-31,855,904642,18:00:00,34,45,0
10-26,912,904361,7:00:00,3,13,0
10-27,50,932525,17:00:00,12,16,1
10-28,646,906955,20:00:00,26,35,1
10-25,910,905549,7:00:00,4,19,1
10-31,610,906390,14:00:00,15,33,1
10-25,860,901844,9:00:00,22,40,0
10-31,681,907254,12:00:00,2,24,0
10-28,824,907215,12:00:00,36,40,0
10-30,804,911530,10:00:00,15,23,0
10-31,592,906716,20:00:00,12,24,0
10-27,954,907433,9:00:00,34,41,1
10-30,653,901704,8:00:00,34,39,0
10-26,571,907411,19:00:00,11,22,0
10-26,872,902315,7:00:00,38,46,0
10-26,903,906211,11:00:00,27,33,1
10-25,652,903880,19:00:00,71,84,0
10-26,842,900962,9:00:00,3,24,1
10-27,675,905240,17:00:00,19,39,0
10-31,806,906533,22:00:00,18,31,1
10-30,1,903608,20:00:00,25,29,1
10-25,850,906992,19:00:00,27,38,1
10-25,9,903150,9:00:00,18,25,0
10-28,680,901257,12:00:00,36,41,0
10-27,841,902919,15:00:00,7,33,1
10-27,836,905219,17:00:00,16,35,0
10-25,4205,904940,15:00:00,23,32,1
10-27,646,906960,17:00:00,2,27,1
10-31,824,902662,8:00:00,23,40,0
10-29,600,905259,16:00:00,3,18,0
10-30,619,904706,22:00:00,12,41,1
10-27,613,905695,17:00:00,8,20,1
10-29,678,904381,18:00:00,2,30,0
10-28,800,922553,20:00:00,44,49,0
10-27,47,906234,17:00:00,16,37,0
10-28,655,906098,8:00:00,25,33,0
10-28,50,932549,18:00:00,3,16,1
10-27,161,904166,7:00:00,38,55,1
10-29,862,932619,14:00:00,27,32,0
10-29,663,900170,18:00:00,22,33,0
10-31,707,905922,16:00:00,18,24,0
10-27,961,901697,9:00:00,18,36,0
10-26,61102,906366,17:00:00,45,49,0
10-29,679,906461,8:00:00,2,30,0
10-25,219,903155,17:00:00,6,22,0
10-27,653,900195,11:00:00,2,34,1
10-30,615,905076,14:00:00,17,27,0
10-27,813,906624,9:00:00,16,24,0
10-28,832,903492,18:00:00,24,28,0
10-27,711,906940,17:00:00,27,46,1
10-27,846,921927,19:00:00,22,38,0
10-30,30,905298,22:00:00,11,23,0
10-31,653,900202,10:00:00,23,39,1
10-27,824,907205,15:00:00,15,22,0
10-26,682,906127,21:00:00,26,30,0
10-30,35,902172,14:00:00,16,24,1
10-27,763,932357,17:00:00,45,51,0
10-25,855,901376,7:00:00,34,46,1
10-29,645,901871,16:00:00,3,21,0
10-25,47,963833,7:00:00,42,51,0
10-30,215,905044,10:00:00,19,39,1
10-25,952,906250,11:00:00,28,33,1
10-30,632,904198,8:00:00,5,24,0
10-25,861,905889,11:00:00,32,37,0
10-30,846,921912,12:00:00,20,39,1
10-26,641,902647,7:00:00,39,43,1
10-31,857,906470,18:00:00,14,36,1
10-25,906,902453,17:00:00,5,25,0
10-26,642,903001,7:00:00,6,27,1
10-25,678,904382,17:00:00,6,24,0
10-30,725,905346,18:00:00,15,20,1
10-29,9,904260,14:00:00,19,25,0
10-26,600,905265,17:00:00,13,25,1
10-25,878,905866,7:00:00,13,34,1
10-31,869,903454,10:00:00,38,42,1
10-27,10,900616,9:00:00,2,17,1
10-27,629,901592,7:00:00,12,48,1
10-27,800,922550,19:00:00,45,50,1
10-28,847,906738,20:00:00,4,34,0
10-25,737,903806,11:00:00,10,17,1
10-29,856,906672,16:00:00,15,33,0
10-30,846,921910,10:00:00,32,39,1
10-31,600,905262,10:00:00,6,25,1
10-26,824,907217,17:00:00,19,40,0
10-30,678,904395,20:00:00,28,33,0
10-28,878,901928,16:00:00,26,41,0
10-27,829,903420,17:00:00,20,28,1
10-25,850,906812,9:00:00,33,38,0
10-30,904,905140,8:00:00,15,34,0
10-25,808,902605,13:00:00,20,47,0
10-28,185,905674,18:00:00,14,30,0
10-28,705,907375,10:00:00,45,67,1
10-29,645,901862,18:00:00,8,29,0
10-30,642,905480,14:00:00,19,33,0
10-25,533,900675,9:00:00,2,27,1
10-27,462,901883,15:00:00,16,22,0
10-30,687,931265,14:00:00,31,38,1
10-28,841,900350,12:00:00,25,42,0
10-27,482,901205,7:00:00,23,28,1
10-27,954,902553,15:00:00,3,27,1
10-26,868,906238,19:00:00,31,36,1
10-27,616,931259,11:00:00,18,33,1
10-26,628,902272,17:00:00,28,50,0
10-27,220,907369,9:00:00,6,22,1
10-31,61101,902019,10:00:00,10,18,0
10-27,323,901022,9:00:00,3,8,1
10-27,698,902360,11:00:00,11,42,0
10-27,962,903143,11:00:00,2,27,1
10-25,22,912208,9:00:00,7,29,0
10-28,161,905179,8:00:00,24,49,1
10-26,732,900544,11:00:00,8,15,1
10-28,6012,906208,14:00:00,12,28,0
10-28,649,912376,12:00:00,7,19,0
10-26,570,904740,15:00:00,2,9,0
10-26,52,901306,15:00:00,4,20,1
10-26,856,906657,13:00:00,9,34,1
10-26,591,904948,9:00:00,3,16,1
10-28,7052,903542,8:00:00,42,52,0
10-30,711,906935,14:00:00,10,21,1
10-28,224,905021,10:00:00,13,22,1
10-30,954,907427,18:00:00,26,34,1
10-27,220,907368,7:00:00,11,22,0
10-27,675,905231,19:00:00,13,31,0
10-26,904,901987,7:00:00,11,27,1
10-28,906,900895,10:00:00,3,27,0
10-26,906,900884,9:00:00,12,36,0
10-26,701,903022,15:00:00,6,16,1
10-29,61102,906370,8:00:00,7,34,1
10-28,872,902289,18:00:00,40,46,0
10-25,673,900234,21:00:00,37,42,1
10-31,20,921656,10:00:00,2,31,1
10-28,4013,907247,22:00:00,21,26,1
10-25,851,903514,15:00:00,2,30,1
10-27,635,901626,19:00:00,17,21,0
10-28,706,922519,14:00:00,13,46,1
10-26,906,905152,17:00:00,19,37,0
10-28,462,901874,10:00:00,18,22,0
10-26,868,900836,21:00:00,9,36,1
10-27,905,903634,19:00:00,24,37,0
10-28,20,903364,10:00:00,3,30,0
10-27,672,902496,7:00:00,17,37,1
10-30,9,904325,14:00:00,11,25,1
10-30,47,962338,22:00:00,23,47,0
10-30,636,907049,10:00:00,15,21,0
10-26,22,912215,13:00:00,17,29,0
10-31,153,904125,8:00:00,16,20,0
10-26,861,905905,15:00:00,2,28,0
10-28,846,921910,20:00:00,30,39,1
10-26,678,904397,7:00:00,9,23,0
10-25,830,907113,15:00:00,6,26,1
10-31,706,906560,18:00:00,41,49,0
10-31,804,911523,18:00:00,14,25,1
10-31,803,906591,16:00:00,10,27,1
10-31,721,902150,16:00:00,7,14,0
10-26,662,900633,9:00:00,30,42,0
10-30,629,901594,12:00:00,47,52,1
10-31,342,904063,20:00:00,2,7,0
10-31,681,907252,18:00:00,28,34,1
10-25,908,900923,19:00:00,12,46,0
10-25,37,912336,13:00:00,20,31,0
10-26,871,901613,19:00:00,27,39,1
10-28,652,903911,12:00:00,71,84,1
10-27,161,904163,7:00:00,24,35,0
10-25,906,902451,7:00:00,14,30,1
10-29,906,906774,18:00:00,6,34,0
10-29,911,907298,10:00:00,7,26,1
10-27,623,904598,9:00:00,14,31,1
10-27,841,900867,17:00:00,23,41,1
10-25,671,911417,17:00:00,30,40,1
10-31,878,905857,18:00:00,35,41,0
10-26,910,905544,21:00:00,12,19,1
10-25,871,906827,21:00:00,29,37,1
10-25,97,904235,11:00:00,10,23,0
10-28,312,907198,8:00:00,12,22,0
10-25,8,906929,9:00:00,9,16,0
10-30,619,904726,18:00:00,22,43,0
10-25,911,907268,7:00:00,15,32,0
10-30,606,900513,18:00:00,15,38,1
10-27,175,902474,11:00:00,25,29,0
10-28,906,906588,12:00:00,25,37,0
10-26,702,904770,9:00:00,4,22,0
10-27,808,900282,15:00:00,25,48,1
10-25,952,900771,17:00:00,25,33,0
10-29,533,900674,12:00:00,18,27,0
10-27,830,907149,17:00:00,12,25,0
10-29,657,921136,12:00:00,2,22,1
10-26,849,903241,11:00:00,9,38,0
10-30,856,906893,8:00:00,23,40,1
10-28,653,900183,20:00:00,21,39,0
10-25,676,904680,11:00:00,39,49,0
10-27,836,905220,17:00:00,10,30,0
10-27,613,904669,13:00:00,15,20,1
10-27,663,900176,17:00:00,28,33,0
10-26,640,903170,19:00:00,18,35,0
10-31,908,900910,8:00:00,28,47,1
10-28,869,903449,20:00:00,28,42,1
10-29,61101,902016,8:00:00,15,21,1
10-29,666,901417,16:00:00,7,15,1
10-27,841,902937,7:00:00,16,41,1
10-27,863,960167,13:00:00,11,39,0
10-30,42,942314,22:00:00,11,16,0
10-30,660,905290,8:00:00,22,33,1
10-28,4011,902220,8:00:00,16,28,1
10-25,671,911554,15:00:00,25,40,1
10-27,13,904705,19:00:00,12,19,0
10-27,698,902366,11:00:00,35,42,1
10-28,367,902101,12:00:00,7,17,0
10-28,688,905168,16:00:00,62,66,0
10-30,153,904126,10:00:00,2,20,1
10-25,856,906885,17:00:00,7,24,0
10-30,953,921683,8:00:00,15,28,0
10-29,845,907300,20:00:00,14,20,1
10-27,906,900887,7:00:00,35,39,1
10-30,688,903774,18:00:00,40,59,0
10-30,459,905394,10:00:00,36,44,1
10-30,812,906174,20:00:00,18,24,1
10-30,30,905298,10:00:00,17,22,1
10-27,912,907277,15:00:00,21,35,0
10-25,952,900781,17:00:00,13,32,1
10-25,643,963821,7:00:00,18,30,0
10-31,400,900138,16:00:00,12,29,0
10-25,561,904805,9:00:00,14,33,0
10-27,676,904690,21:00:00,8,36,1
10-25,912,907326,19:00:00,9,34,1
10-27,1,901530,11:00:00,13,30,0
10-30,851,903517,14:00:00,12,30,1
10-25,619,904723,19:00:00,2,29,1
10-27,653,900184,15:00:00,31,39,0
10-31,867,900346,10:00:00,19,35,0
10-30,12,903035,8:00:00,10,28,1
10-26,97,921462,13:00:00,13,23,0
10-26,859,900454,9:00:00,30,59,1
10-28,856,906879,20:00:00,23,40,1
10-26,592,906724,7:00:00,19,24,0
10-31,953,921683,12:00:00,23,28,0
10-28,133,905303,14:00:00,31,36,0
10-30,629,901582,14:00:00,14,48,0
10-26,845,904511,9:00:00,16,20,1
10-25,836,905212,11:00:00,24,35,0
10-28,666,901508,18:00:00,9,15,1
10-30,531,904757,14:00:00,10,25,1
10-30,662,900656,18:00:00,37,41,1
10-27,901,901654,15:00:00,11,34,1
10-25,912,907328,13:00:00,16,35,0
10-28,612,905067,18:00:00,18,25,0
10-27,868,900842,17:00:00,7,22,0
10-30,827,903587,18:00:00,7,17,1
10-31,97,902619,18:00:00,17,23,0
10-31,847,906745,14:00:00,16,40,1
10-26,5,912313,17:00:00,8,13,0
10-30,7052,903537,22:00:00,43,53,1
10-26,808,904633,13:00:00,32,47,0
10-28,52,901304,18:00:00,5,20,1
10-26,652,903893,11:00:00,15,19,0
10-31,856,906878,14:00:00,17,41,0
10-30,909,907308,8:00:00,19,32,0
10-25,865,907349,11:00:00,23,32,1
10-27,808,904629,9:00:00,42,48,1
10-30,696,900118,18:00:00,6,15,0
10-30,879,904352,16:00:00,32,38,1
10-31,901,902587,10:00:00,27,34,0
10-26,672,932358,17:00:00,6,31,0
10-29,655,904620,18:00:00,27,33,0
10-31,652,903930,8:00:00,80,84,1
10-26,220,907368,19:00:00,15,22,1
10-29,203,905787,18:00:00,15,23,0
10-27,660,942268,19:00:00,23,33,1
10-31,961,903086,10:00:00,21,36,0
10-25,657,921133,7:00:00,3,23,0
10-26,642,903000,7:00:00,12,32,1
10-31,634,901767,10:00:00,20,32,1
10-28,732,900549,20:00:00,8,15,0
10-26,631,904136,15:00:00,16,38,1
10-29,655,904616,12:00:00,3,33,0
10-26,343,901723,7:00:00,6,13,1
10-29,911,907296,12:00:00,12,33,1
10-27,850,906798,11:00:00,29,38,0
10-30,911,907322,16:00:00,22,32,0
10-28,856,906883,12:00:00,20,40,1
10-31,868,900837,12:00:00,10,29,1
10-25,953,904268,9:00:00,14,28,0
10-25,37,912342,7:00:00,3,25,1
10-26,13,901361,9:00:00,13,19,0
10-27,401,900142,17:00:00,12,16,0
10-26,901,900388,21:00:00,20,34,0
10-30,635,901694,14:00:00,29,34,0
10-26,652,903897,17:00:00,5,24,1
10-30,646,906971,10:00:00,14,36,0
10-27,22,912209,11:00:00,19,29,1
10-26,803,906603,7:00:00,13,26,1
10-25,27,906166,19:00:00,26,30,1
10-26,688,903739,17:00:00,23,49,0
10-26,912,907329,9:00:00,12,31,1
10-31,9,904265,12:00:00,2,25,0
10-29,905,901659,18:00:00,28,37,1
10-28,847,906731,12:00:00,21,47,0
10-28,856,906885,16:00:00,14,35,1
10-30,653,900182,8:00:00,18,39,1
10-25,866,905566,21:00:00,28,37,0
10-26,665,906089,7:00:00,3,24,0
10-30,865,907354,16:00:00,9,22,0
10-26,818,904444,9:00:00,34,38,0
10-26,186,905991,9:00:00,37,44,0
10-27,846,921906,13:00:00,21,39,1
10-25,870,901391,7:00:00,34,45,0
10-31,47,904340,10:00:00,40,51,0
10-29,850,906819,12:00:00,21,38,1
10-30,679,906450,20:00:00,21,34,0
10-31,829,901045,14:00:00,19,28,1
10-26,801,901413,9:00:00,29,38,0
10-26,1,902757,7:00:00,24,29,1
10-28,802,903053,16:00:00,14,25,0
10-30,47,906232,16:00:00,17,42,0
10-28,901,900390,16:00:00,23,37,1
10-28,857,904020,16:00:00,6,34,0
10-30,22,912216,16:00:00,4,29,1
10-25,607,906347,17:00:00,28,42,0
10-28,577,903981,8:00:00,8,27,0
10-26,610,905344,7:00:00,3,24,1
10-31,869,903449,10:00:00,36,42,0
10-30,47,963835,22:00:00,47,51,0
10-30,863,960168,18:00:00,28,39,0
10-29,48,963835,14:00:00,44,51,0
10-27,602,901768,17:00:00,26,44,0
10-26,659,905945,19:00:00,57,64,0
10-29,42,942340,12:00:00,14,18,1
10-25,216,903952,13:00:00,27,32,0
10-29,573,905016,18:00:00,20,34,0
10-29,668,902916,16:00:00,21,36,0
10-25,703,904294,21:00:00,19,29,0
10-29,907,905535,10:00:00,14,33,0
10-28,665,906068,18:00:00,14,38,1
10-27,676,904694,11:00:00,18,22,1
10-28,827,903169,20:00:00,13,20,0
10-25,634,912243,19:00:00,16,32,1
10-31,831,907070,10:00:00,23,30,0
10-27,185,905673,11:00:00,10,29,0
10-31,879,904346,18:00:00,24,37,0
10-27,3,932527,15:00:00,16,25,1
10-26,872,902315,21:00:00,34,43,1
10-26,203,905780,17:00:00,9,23,1
10-28,185,905677,8:00:00,11,30,0
10-26,693,907415,11:00:00,3,27,1
10-26,657,921127,11:00:00,11,36,1
10-27,591,904946,17:00:00,9,16,0
10-29,608,905271,10:00:00,23,48,0
10-25,594,904958,9:00:00,18,27,0
10-31,806,906529,12:00:00,10,31,1
10-28,690,902128,20:00:00,4,13,1
10-25,701,903027,21:00:00,11,16,0
10-29,707,905922,18:00:00,17,24,1
10-26,702,904770,19:00:00,6,22,0
10-25,452,904075,13:00:00,18,26,0
10-27,34,912357,19:00:00,13,25,0
10-27,4013,904584,7:00:00,16,28,0
10-27,92,900432,15:00:00,19,23,0
10-28,640,903178,16:00:00,23,40,1
10-25,459,905399,15:00:00,36,44,1
10-30,859,900440,8:00:00,15,40,1
10-25,808,904632,21:00:00,42,47,0
10-31,908,900899,22:00:00,28,46,0
10-31,840,903103,8:00:00,9,29,0
10-29,951,903244,18:00:00,7,29,1
10-29,161,905440,8:00:00,2,28,1
10-27,838,921653,13:00:00,2,41,1
10-25,185,904672,17:00:00,8,27,0
10-28,682,906126,12:00:00,17,30,0
10-25,863,960166,7:00:00,23,39,0
10-31,954,907435,22:00:00,29,41,1
10-27,861,905900,19:00:00,22,37,0
10-26,673,900216,9:00:00,27,43,0
10-26,827,903592,11:00:00,7,17,1
10-27,5,912308,7:00:00,3,10,1
10-27,693,921093,19:00:00,30,35,1
10-26,846,921909,19:00:00,20,38,0
10-26,954,907440,9:00:00,8,35,1
10-30,691,905281,8:00:00,10,14,1
10-28,660,942271,14:00:00,15,33,1
10-27,636,907086,15:00:00,6,21,0
10-29,655,904624,16:00:00,29,33,1
10-28,842,900974,12:00:00,13,25,1
10-27,866,905585,15:00:00,3,25,0
10-29,682,906116,12:00:00,26,30,1
10-30,634,912244,10:00:00,22,32,1
10-28,954,907439,10:00:00,37,41,1
10-25,731,902155,9:00:00,32,38,1
10-26,8,906925,17:00:00,10,18,1
10-28,22,912201,8:00:00,12,28,1
10-31,655,904620,18:00:00,28,33,0
10-27,879,904356,11:00:00,15,37,0
10-30,530,904098,16:00:00,12,18,0
10-27,692,900246,9:00:00,9,18,1
10-28,97,921463,12:00:00,10,21,1
10-30,97,921461,14:00:00,2,21,1
10-28,639,901818,8:00:00,14,21,1
10-28,32,902208,10:00:00,9,20,0
10-27,22,912231,11:00:00,16,29,1
10-28,860,901829,8:00:00,6,25,0
10-29,161,905185,8:00:00,24,52,0
10-30,656,902343,18:00:00,28,37,0
10-28,310,902087,16:00:00,2,18,0
10-27,659,905934,19:00:00,49,63,1
10-30,808,900259,8:00:00,23,47,0
10-26,9,903152,9:00:00,8,25,1
10-29,685,902521,14:00:00,27,42,1
10-30,857,904016,16:00:00,7,32,1
10-31,916,905494,14:00:00,14,23,0
10-27,910,905553,17:00:00,13,18,0
10-28,693,921092,14:00:00,25,36,0
10-27,878,905858,19:00:00,30,41,0
10-31,665,906077,12:00:00,23,38,0
10-31,691,942161,18:00:00,10,14,0
10-29,651,902944,12:00:00,21,26,0
10-28,855,904642,12:00:00,26,46,1
10-27,665,906091,7:00:00,19,38,1
10-28,675,905224,14:00:00,16,33,1
10-27,594,904959,7:00:00,2,27,0
10-30,459,905404,20:00:00,17,44,0
10-26,860,901832,13:00:00,28,41,1
10-30,34,912364,8:00:00,12,16,1
10-29,462,901874,10:00:00,17,22,0
10-31,641,906256,12:00:00,9,39,1
10-29,707,905924,18:00:00,13,24,1
10-31,803,906163,10:00:00,14,33,0
10-29,725,902038,8:00:00,9,20,0
10-28,802,903056,18:00:00,3,25,0
10-26,824,902666,11:00:00,34,40,0
10-26,857,906470,15:00:00,28,37,1
10-26,836,905210,7:00:00,12,34,1
10-28,711,906933,18:00:00,34,46,1
10-26,462,905005,19:00:00,16,22,0
10-26,629,901577,15:00:00,24,52,0
10-30,867,900361,8:00:00,23,35,0
10-29,862,901097,18:00:00,8,30,1
10-25,862,901096,21:00:00,8,30,1
10-25,826,907103,13:00:00,29,47,0
10-26,841,902917,17:00:00,13,34,1
10-25,681,907284,19:00:00,19,34,0
10-26,835,904420,13:00:00,18,35,1
10-26,806,906519,17:00:00,22,31,1
10-31,634,912366,12:00:00,14,32,1
10-27,907,905529,19:00:00,27,32,1
10-29,672,902500,12:00:00,13,30,0
10-27,613,905693,7:00:00,11,20,0
10-28,824,907212,10:00:00,31,40,0
10-27,642,903000,19:00:00,16,40,1
10-25,640,903176,9:00:00,29,40,1
10-25,800,922557,11:00:00,22,47,0
10-31,676,904698,20:00:00,27,49,1
10-29,711,906944,10:00:00,32,46,1
10-27,908,900913,19:00:00,21,47,1
10-27,9,904262,17:00:00,10,25,0
10-25,802,903043,7:00:00,7,25,0
10-28,952,900776,14:00:00,9,30,0
10-28,866,905585,10:00:00,33,37,0
10-29,857,904029,10:00:00,17,37,1
10-27,327,905192,19:00:00,5,13,1
10-28,700,902701,20:00:00,16,37,0
10-31,634,912355,18:00:00,11,32,1
10-31,800,922550,12:00:00,43,49,0
10-26,48,906228,15:00:00,2,23,0
10-28,563,907014,8:00:00,25,29,1
10-28,953,921684,18:00:00,14,27,0
10-25,910,905543,11:00:00,10,19,1
10-27,850,906792,13:00:00,33,38,0
10-29,34,912368,8:00:00,14,25,0
10-28,670,919774,14:00:00,9,26,0
10-27,961,903078,17:00:00,20,35,1
10-25,830,907113,11:00:00,8,25,0
10-29,619,904731,16:00:00,15,37,0
10-30,609,900938,20:00:00,23,45,0
10-28,652,903909,10:00:00,54,78,0
10-29,594,904955,14:00:00,4,20,1
10-26,61102,906359,7:00:00,7,29,1
10-28,675,905234,18:00:00,11,25,0
10-29,827,903596,12:00:00,5,17,1
10-25,912,906844,7:00:00,18,35,0
10-30,912,904368,12:00:00,16,35,0
10-29,868,900841,12:00:00,29,35,0
10-31,657,921127,10:00:00,42,46,0
10-29,203,905791,12:00:00,14,23,1
10-26,343,904506,11:00:00,8,13,1
10-30,824,907211,14:00:00,10,31,1
10-30,732,900543,14:00:00,2,15,0
10-28,660,942267,12:00:00,23,33,1
10-26,47,904340,15:00:00,26,47,0
10-31,866,903685,12:00:00,30,38,1
10-29,711,906934,18:00:00,4,24,1
10-29,675,904174,12:00:00,15,31,0
10-28,212,903976,8:00:00,10,25,0
10-27,642,903000,13:00:00,12,37,0
10-27,605,901275,15:00:00,32,43,1
10-28,861,905895,16:00:00,24,39,1
10-27,312,907192,7:00:00,9,22,0
10-31,22,912206,18:00:00,16,29,1
10-30,856,906655,10:00:00,16,40,1
10-28,632,961267,12:00:00,27,41,1
10-27,161,904162,11:00:00,33,56,0
10-29,673,900209,8:00:00,14,38,0
10-29,92,921662,18:00:00,12,20,1
10-27,857,904034,7:00:00,11,35,1
10-30,96,907058,18:00:00,29,40,0
10-25,97,902565,21:00:00,15,23,0
10-25,698,902362,17:00:00,26,42,1
10-25,639,901808,11:00:00,25,34,0
10-27,531,901998,11:00:00,7,25,0
10-27,613,905701,11:00:00,4,20,1
10-25,829,901044,13:00:00,15,27,0
10-27,532,902233,9:00:00,20,26,0
10-28,535,901556,12:00:00,10,20,1
10-25,690,904082,9:00:00,3,7,1
10-25,622,906894,9:00:00,29,47,0
10-30,606,900494,16:00:00,5,24,0
10-30,863,960168,8:00:00,2,26,1
10-27,619,904731,11:00:00,36,41,1
10-26,185,905680,19:00:00,20,30,1
10-30,679,906451,16:00:00,15,34,0
10-26,830,907145,13:00:00,19,25,0
10-26,34,906402,9:00:00,10,25,1
10-25,594,904959,19:00:00,16,20,1
10-27,462,901236,13:00:00,3,10,1
10-30,607,906346,18:00:00,33,42,1
10-31,401,900142,8:00:00,9,15,1
10-27,835,904418,7:00:00,33,56,1
10-31,871,902819,18:00:00,15,33,0
10-31,826,907100,22:00:00,42,49,1
10-31,30,905295,18:00:00,8,23,0
10-26,673,900224,9:00:00,22,43,0
10-31,735,900548,22:00:00,18,24,0
10-27,907,905517,7:00:00,23,32,1
10-29,1,902753,18:00:00,24,30,0
10-26,606,900487,21:00:00,22,40,0
10-29,695,900108,16:00:00,9,21,1
10-26,660,942262,15:00:00,28,33,0
10-25,676,904698,13:00:00,13,40,1
10-26,669,931244,9:00:00,27,39,1
10-25,634,912366,15:00:00,27,32,1
10-25,95,921431,7:00:00,11,22,1
10-28,872,902307,14:00:00,9,33,1
10-30,688,903379,18:00:00,21,51,0
10-27,901,903312,7:00:00,27,37,1
10-26,879,904349,19:00:00,17,37,0
10-27,665,906076,19:00:00,29,38,0
10-30,639,901810,8:00:00,32,36,1
10-31,645,901870,20:00:00,3,26,0
10-29,604,905132,16:00:00,14,21,0
